OBJECTID,FID_,Date,Block,Street_or_,Building_C,Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,Height_to_,Unbalanced,Reduced_Cr,Weak_Yello,Defoliatio,Dead_Broke,Poor_Branc,Lean,Trunk_Scar,Branch_Sca,Conks,Rot_Cavity,Rot_Cavi_1,Crack,Confined_S,Girdling_R,Recent_Tre,Conflict_w,Conflict_1,Conflict_2,Conflict_3,Conflict_4,Cable_Brac,Comments,Additional,Replacemen,New_Specie,Transparen,locale,subway,sbwy100
6180,6179,9/19/2013,D,York lanes,400,664,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,11.2,1,50,4.5,9,43.773029,-79.501148,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6181,6180,9/19/2013,D,York lanes,400,665,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,25.5,1,75,10,13,43.773047,-79.501062,18,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6183,6182,9/19/2013,D,York lanes,400,667,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,18,1,65,8,11,43.773064,-79.500961,16,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6184,6183,9/19/2013,D,York lanes,400,668,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,25.2,1,70,12,12,43.773077,-79.500912,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6186,6185,9/19/2013,D,York lanes,400,670,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,6,1,5,3,4,43.77309,-79.500852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,n,n,n,,,,,0,central,within,
6570,6569,9/16/2013,D,York Bld,92,1054,alive,peapea,Flowering Pear,Pyrus,spp,p,by,7.8,1,0,3,7,43.772468,-79.499385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6575,6574,9/16/2013,D,York Bld,92,1059,alive,peapea,Flowering Pear,Pyrus,spp,p,by,6.8,1,0,3,5,43.772354,-79.499907,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6609,6608,9/16/2013,D,York Bld,92,1093,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,19.2,1,0,2,10,43.773243,-79.5001,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6610,6609,9/16/2013,D,York Bld,92,1094,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,12.2,1,0,4,10,43.773287,-79.500052,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6611,6610,9/16/2013,D,York Bld,92,1095,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,16.3,1,0,2,10,43.773295,-79.500003,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6612,6611,9/16/2013,D,York Bld,92,1096,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,18.2,1,0,2,10,43.773309,-79.499952,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6613,6612,9/16/2013,D,York Bld,92,1097,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,16.3,1,0,4,11,43.773319,-79.499895,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6614,6613,9/16/2013,D,York Bld,92,1098,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,22,1,0,4,11,43.773329,-79.49984,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6615,6614,9/16/2013,D,York Bld,92,1099,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,20.6,1,0,4,11,43.773341,-79.499778,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
349,348,5/31/2012,A,Winters College,53,349,alive,ginkgo,Ginkgo,Ginkgo,biloba,P,fy,10.828025,1,0,0,7.5,43.775946,-79.50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,central,within,
1140,1139,9/7/2012,A,York Lanes Pkg garage,72,1140,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,15.5,1,0,6,11,43.774953,-79.501259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1141,1140,9/7/2012,A,York Lanes Pkg garage,72,1141,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,12,1,0,4,10,43.77497,-79.501273,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1150,1149,9/7/2012,A,York Lanes Pkg garage,72,1150,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14,1,0,5,9,43.77505,-79.50147,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1151,1150,9/7/2012,A,York Lanes Pkg garage,72,1151,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,13.5,1,0,4,8,43.775079,-79.501504,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1152,1151,9/7/2012,A,York Lanes Pkg garage,72,1152,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,15,1,0,6,10,43.77509,-79.501548,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1153,1152,9/7/2012,A,York Lanes Pkg garage,72,1153,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,13,1,0,6,10,43.775066,-79.501627,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1154,1153,9/7/2012,A,York Lanes Pkg garage,72,1154,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,11.5,1,0,5,9,43.775037,-79.501646,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1155,1154,9/7/2012,A,York Lanes Pkg garage,72,1155,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14.5,1,0,5,10,43.774992,-79.501656,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1156,1155,9/7/2012,A,York Lanes Pkg garage,72,1156,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,12.5,1,0,6,11,43.774978,-79.501695,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1157,1156,9/7/2012,A,York Lanes Pkg garage,72,1157,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,12,1,0,7,11,43.774967,-79.501736,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1158,1157,9/7/2012,A,York Lanes Pkg garage,72,1158,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14,1,0,7,12,43.774955,-79.501774,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1159,1158,9/7/2012,A,York Lanes Pkg garage,72,1159,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,8,1,0,3,6,43.774941,-79.501831,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1160,1159,9/7/2012,A,York Lanes Pkg garage,72,1160,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14,1,0,6,12,43.774931,-79.501875,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1161,1160,9/7/2012,A,York Lanes Pkg garage,72,1161,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,13.5,1,0,7,11,43.774895,-79.502034,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1162,1161,9/7/2012,A,York Lanes Pkg garage,72,1162,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14,1,0,5,10,43.774885,-79.502093,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1163,1162,9/7/2012,A,York Lanes Pkg garage,72,1163,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14,1,0,7,12,43.774872,-79.502135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1164,1163,9/7/2012,A,York Lanes Pkg garage,72,1164,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,14.5,1,0,5,11,43.774858,-79.5022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1165,1164,9/7/2012,A,York Lanes Pkg garage,72,1165,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,12.5,1,0,5,12,43.774845,-79.502279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
3903,3902,6/21/2013,B,Steeles Av,106,2018,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,4,1,0,1,4,43.7781232,-79.50829391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,
3905,3904,6/22/2013,B,Steeles Av,107,2020,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,5,1,0,0.5,3,43.77806813,-79.5085468,0.5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,
3918,3917,6/22/2013,B,Steeles Av,106,2033,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,4,1,0,0.5,4,43.77763953,-79.5105525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4058,4057,6/18/2013,B,Founders Residence w,203,2173,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,w,4.5,1,0,2.5,7,43.7760433,-79.50436675,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4059,4058,6/18/2013,B,Founders Residence w,203,2174,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,w,5.2,1,0,2.5,6.5,43.77594551,-79.50432184,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4060,4059,6/18/2013,B,Founders Residence w,203,2175,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,w,4,1,0,2.5,5,43.77586326,-79.50428555,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4061,4060,6/18/2013,B,Founders Residence w,203,2176,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,w,3.7,1,0,2.5,5,43.77575429,-79.50423315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4062,4061,6/18/2013,B,Founders Residence w,203,2177,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,w,4.3,1,0,3,5,43.77567157,-79.50419881,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4693,4692,9/3/2013,C,Campus Wk,401,585,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,5,1,0,2,5,43.773602,-79.50452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
4694,4693,9/3/2013,C,Campus Wk,401,586,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,4.5,1,0,2,4,43.773612,-79.504476,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
4695,4694,9/3/2013,C,Campus Wk,401,587,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,5,1,0,2,4,43.773621,-79.504428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
4696,4695,9/3/2013,C,Campus Wk,401,588,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,6,1,0,2,5,43.773629,-79.504391,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6060,6059,9/19/2013,D,York lanes,400,544,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,15,1,0,7,12,43.773237,-79.500958,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
685,684,8/9/2012,A,PRB,60,685,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,19.5,1,10,5,7,43.778135,-79.496587,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
686,685,8/9/2012,A,PRB,60,686,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,18,1,10,5,6,43.778175,-79.496606,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
687,686,8/9/2012,A,PRB,60,687,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,20,1,20,6,7,43.778215,-79.496623,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
688,687,8/9/2012,A,PRB,60,688,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,16,1,0,5,7,43.778261,-79.496641,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
898,897,8/3/2012,A,Founders Road East Lot,66,898,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,14,5,0,5,6,43.779014,-79.501095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
946,945,8/5/2012,A,Founders Road East Lot,66,946,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,13,2,0,6,8,43.778265,-79.503587,2,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,n,n,n,n,n,n,Poor health,,,,0,periph,out,
1755,1754,9/13/2013,A,Harry Sherman Housing,57,1755,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,10,4,0,4,5,43.775997,-79.498189,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1759,1758,9/13/2013,A,Harry Sherman Housing,57,1759,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,7,6,0,4,6,43.776062,-79.497878,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1761,1760,9/13/2013,A,Harry Sherman Housing,57,1761,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,by,7,5,0,4,7,43.775915,-79.498585,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1763,1762,9/13/2013,A,Harry Sherman Housing,57,1763,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,by,9,6,0,4,7,43.775852,-79.498833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4374,4373,8/27/2013,C,Arboretum,0,266,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,fy,9.235669,1,0,3.5,3.5,43.771458,-79.508471,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4486,4485,8/27/2013,C,Arboretum,0,378,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,13,4,0,6,5,43.771066,-79.506161,4.5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4487,4486,8/27/2013,C,Arboretum,0,379,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,14,4,0,6,5,43.771087,-79.506131,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4488,4487,8/27/2013,C,Arboretum,0,380,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,12,4,0,6,5,43.771112,-79.506165,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4844,4843,9/5/2013,C,Nelson Road,31,736,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,fy,5,1,0,2,4.5,43.771389,-79.50465,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
4957,4956,9/5/2013,C,Nelson Road,31,849,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,5,10,0,8,9,43.771462,-79.503499,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5030,5029,9/5/2013,C,Scholars Walk,32,922,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,3,1,0,1.5,2,43.770509,-79.505177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5031,5030,9/5/2013,C,Scholars Walk,32,923,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,3,1,0,1.5,2,43.770525,-79.50515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5032,5031,9/5/2013,C,Scholars Walk,32,924,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,3,1,0,1.5,1.8,43.770503,-79.505143,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5471,5470,9/16/2014,C,Hoover House,0,1363,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,,6.687898,7,0,4.2,5.5,43.768361,-79.509075,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,n,n,n,p,n,n,,,,,0,periph,out,
5562,5561,9/10/2013,D,Atkinson West,33,46,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,3,0,2.5,5,43.771413,-79.501911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5563,5562,9/10/2013,D,Atkinson West,33,47,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,3,4,0,2.5,5,43.771387,-79.501896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5564,5563,9/10/2013,D,Atkinson West,33,48,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,4,0,3,5,43.771368,-79.501894,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5565,5564,9/10/2013,D,Atkinson West,33,49,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,4,0,2.5,5,43.771357,-79.50192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5566,5565,9/10/2013,D,Atkinson West,33,50,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,3,0,2.5,5,43.771382,-79.501948,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5570,5569,9/10/2013,D,Atkinson West,33,54,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,1,0,2.5,4,43.771695,-79.502103,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5571,5570,9/10/2013,D,Atkinson West,33,55,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sl,4,1,0,2,3,43.771656,-79.502062,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
6162,6161,9/19/2013,D,York lanes,400,646,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,fy,5,1,0,2.5,4.5,43.772704,-79.502571,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
6164,6163,9/19/2013,D,York lanes,400,648,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,fy,4,1,0,2.5,4,43.77272,-79.502513,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
6165,6164,9/19/2013,D,York lanes,400,649,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,fy,6,1,0,4.5,5,43.772734,-79.502466,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
6773,6772,9/16/2013,D,James Gilles St,41,1257,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,sr,4,5,0,10,5,43.771102,-79.498305,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
6786,6785,9/16/2013,D,James Gilles St,41,1270,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,by,4,3,0,2.5,5,43.771558,-79.497363,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
6788,6787,9/16/2013,D,James Gilles St,41,1272,alive,sersmo,Smooth Serviceberry,Amelanchier,laevis,p,by,4,2,0,2.5,5,43.771553,-79.497349,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2262,2261,6/14/2013,B,Tait McK. Ctre,4,376,alive,pinaus,Austrian Pine,Pinus,nigra,p,n,28.8,1,0,11,12,43.774643,-79.51047093,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1364,1363,8/2/2012,A,Steeles and Keele,103,1364,alive,dead,Austrian Pine,Pinus,nigra,p,st,23.88535,1,0,5,10,43.780002,-79.499873,6,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Dead,,,,0,periph,out,
996,995,8/7/2012,A,Founders Road East Lot,66,996,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,33,1,0,14,13,43.778004,-79.502077,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
5518,5517,9/10/2013,D,Atkinson West,33,2,alive,pinaus,Austrian Pine,Pinus,nigra,p,sl,37.5,1,25,14,14,43.771225,-79.502744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,periph,out,
575,574,8/8/2012,A,CUB,58,575,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,41,1,0,8,11,43.77703,-79.498412,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
6927,6926,9/17/2013,D,Library Ln,93,1411,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,34,1,0,10,15,43.772022,-79.502655,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5527,5526,9/10/2013,D,Atkinson West,33,11,alive,pinaus,Austrian Pine,Pinus,nigra,p,sl,33.757962,1,0,14,11,43.770711,-79.502525,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3731,3730,5/21/2013,B,Founders RD,65,1846,alive,pinaus,Austrian Pine,Pinus,nigra,p,e,30.5,1,10,9,16,43.77858505,-79.50442344,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
5441,5440,9/6/2013,C,Atknson Road,83,1333,alive,pinaus,Austrian Pine,Pinus,nigra,p,sl,34.5,1,0,1,13,43.771229,-79.50308,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
3795,3794,6/6/2013,B,Founders RD,65,1910,alive,pinaus,Austrian Pine,Pinus,nigra,p,n,20.063694,1,3,7,13,43.77839561,-79.50650918,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2322,2321,6/14/2013,B,West Office Building,78,436,alive,pinaus,Austrian Pine,Pinus,nigra,p,w,40.5,1,0,14,13,43.77446282,-79.50840568,22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3420,3419,6/17/2013,B,Lumber,20,1535,alive,pinaus,Austrian Pine,Pinus,nigra,p,n,19.426752,1,0,12,15,43.77836387,-79.50671997,12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Conk,,,,0,periph,out,
1118,1117,5/31/2012,A,Albany Road Lot,67,1118,alive,pinaus,Austrian Pine,Pinus,nigra,P,fy,32.165605,1,0,11,20,43.777369,-79.500568,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1066,1065,8/7/2012,A,Albany Road Lot,67,1066,alive,pinaus,Austrian Pine,Pinus,nigra,p,sr,41.082803,1,0,10,12,43.776947,-79.499263,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
619,618,8/3/2012,A,YUDC,59,619,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,38,1,30,8,10,43.778854,-79.499541,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
939,938,8/3/2012,A,Founders Road East Lot,66,939,alive,pinaus,Austrian Pine,Pinus,nigra,p,sl,40.5,1,0,8,11,43.778495,-79.503679,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
992,991,8/7/2012,A,Founders Road East Lot,66,992,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,47,1,0,12,11,43.778051,-79.502167,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
576,575,8/8/2012,A,CUB,58,576,alive,pinaus,Austrian Pine,Pinus,nigra,p,by,37,1,0,10,10,43.777046,-79.497843,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
