OBJECTID,FID_,Date,Block,Street_or_,Building_C,Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,Height_to_,Unbalanced,Reduced_Cr,Weak_Yello,Defoliatio,Dead_Broke,Poor_Branc,Lean,Trunk_Scar,Branch_Sca,Conks,Rot_Cavity,Rot_Cavi_1,Crack,Confined_S,Girdling_R,Recent_Tre,Conflict_w,Conflict_1,Conflict_2,Conflict_3,Conflict_4,Cable_Brac,Comments,Additional,Replacemen,New_Specie,Transparen,locale,subway,sbwy100
6827,6826,9/16/2013,D,James Giles St,42,1311,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,10.562633,3,0,10,11,43.77311,-79.497876,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
309,308,8/20/2012,A,Tatham Hall Residences,52,309,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,42,1,40,11,15,43.77679,-79.502321,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Main entrance patio,,,,0,periph,within,
1176,1175,9/7/2012,A,York Lanes Pkg garage,72,1176,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,16.5,1,30,8,13,43.774487,-79.502375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,within
4698,4697,9/3/2013,C,Campus Wk,401,590,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,35,1,90,15,16,43.773602,-79.504184,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,
13,12,9/7/2012,A,Stedman Lecture Hall,22,13,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,15,1,30,6,9,43.774602,-79.502791,7,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
4701,4700,9/3/2013,C,Campus Wk,401,593,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,28,1,90,12,18,43.773461,-79.504001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,
47,46,9/7/2012,A,Student Centre,23,47,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,16,1,60,7,8,43.774053,-79.50247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
19,18,9/7/2012,A,Stedman Lecture Hall,22,19,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,19,1,30,6,10,43.774662,-79.502677,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
180,179,9/1/2012,A,Founders College,50,180,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,28,1,90,7,11,43.775592,-79.502679,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
15,14,9/7/2012,A,Stedman Lecture Hall,22,15,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,16,1,40,6,10,43.774681,-79.50287,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
42,41,9/7/2012,A,Student Centre,23,42,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,11,1,60,4,6,43.773947,-79.502487,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6868,6867,9/16/2013,D,James Giles St,42,1352,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,17.7,1,0,9,24,43.772729,-79.498995,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
1173,1172,9/7/2012,A,York Lanes Pkg garage,72,1173,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,14,1,20,6,11,43.774611,-79.502534,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,within
168,167,8/29/2012,A,Founders College,50,168,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,33.5,1,20,9,15,43.775522,-79.503634,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,,,,,0,central,within,within
1646,1645,9/7/2012,A,Vanier College Park,105,1646,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,33,1,50,11,12,43.775435,-79.503204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1167,1166,9/7/2012,A,York Lanes Pkg garage,72,1167,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,19.426752,1,10,6,11,43.774661,-79.502439,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,within
6279,6278,9/12/2013,D,Keele & The Pond RDSt,103,763,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,st,6.5,1,0,2,7,43.771344,-79.496551,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,
6260,6259,9/12/2013,D,Keele & The Pond RDSt,103,744,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,st,7.5,1,0,2,12,43.771911,-79.493944,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
4703,4702,9/3/2013,C,Campus Wk,401,595,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,36,1,90,10,18,43.773576,-79.504038,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,
6764,6763,9/16/2013,D,James Gilles St,41,1248,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18.2,1,60,12,12.5,43.771944,-79.49865,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
52,51,9/7/2012,A,Student Centre,23,52,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18,1,60,8,10,43.774156,-79.502516,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6830,6829,9/16/2013,D,James Giles St,42,1314,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,8.333333,3,0,8,6,43.773062,-79.497848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
4706,4705,9/3/2013,C,Campus Wk,401,598,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,16.5,1,50,12,12,43.773764,-79.503499,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6870,6869,9/16/2013,D,James Giles St,42,1354,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,19.5,1,0,9,24,43.772879,-79.499055,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
312,311,8/20/2012,A,Tatham Hall Residences,52,312,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,35,1,40,9,14,43.776826,-79.502548,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Main entrance patio,,,,0,periph,within,
14,13,9/7/2012,A,Stedman Lecture Hall,22,14,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18.5,1,30,8,9,43.774622,-79.50284,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6826,6825,9/16/2013,D,James Giles St,42,1310,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,12.845011,3,0,8,14,43.773131,-79.497801,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1647,1646,9/7/2012,A,Vanier College Park,105,1647,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,49.5,1,20,16,18,43.775386,-79.503114,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
2706,2705,6/6/2013,B,Toronto Track & Field,7,821,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,20.5,1,0,12,7.5,43.77602274,-79.50746395,11,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,N,N,N,e,n,n,,,,,0,periph,within,within
268,267,8/20/2012,A,McLaughlin College,51,268,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,24,1,10,6,10,43.77609,-79.503013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,Interior patio,,,,0,central,within,
2,1,9/7/2012,A,Stedman Lecture Hall,22,2,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,14,1,40,6,7,43.774285,-79.502774,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,within
45,44,9/7/2012,A,Student Centre,23,45,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,11,1,60,5,7,43.774006,-79.502451,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
1525,1524,8/10/2012,A,Steeles and Keele,103,1525,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45,1,40,14,10,43.777452,-79.494828,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1457,1456,7/31/2012,A,Steeles and Keele,103,1457,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46,1,0,10,12,43.780215,-79.49462,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
3892,3891,6/21/2013,B,Steeles Av,106,2007,alive,mapnor,Norway Maple,Acer,platanoides,c,st,48,1,30,11,27,43.77849404,-79.50669979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1514,1513,8/1/2012,A,Steeles and Keele,103,1514,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46.5,1,0,12,13,43.778511,-79.494987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1533,1532,8/10/2012,A,Steeles and Keele,103,1533,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45,1,0,11,10,43.777025,-79.49476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
947,946,8/5/2012,A,Founders Road East Lot,66,947,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,26,1,20,8,11,43.778525,-79.503884,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5597,5596,9/11/2013,D,Sentinel RD Lot,88,81,alive,mapnor,Norway Maple,Acer,platanoides,p,by,22.5,1,20,12,10,43.769671,-79.502108,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4834,4833,9/5/2013,C,Library Lane,25,726,alive,mapnor,Norway Maple,Acer,platanoides,p,by,20.5,1,30,8,12.5,43.772442,-79.502944,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5626,5625,9/11/2013,D,Sentinel RD Lot,88,110,alive,mapnor,Norway Maple,Acer,platanoides,p,by,28,1,20,10,12,43.76848,-79.501603,18,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1744,1743,9/13/2013,A,Harry Sherman Housing,57,1744,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,19,1,0,8,9,43.776249,-79.498373,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5625,5624,9/11/2013,D,Sentinel RD Lot,88,109,alive,mapnor,Norway Maple,Acer,platanoides,p,by,28,1,20,10,12,43.768568,-79.501641,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5609,5608,9/11/2013,D,Sentinel RD Lot,88,93,alive,mapnor,Norway Maple,Acer,platanoides,p,by,25.5,1,20,10,12,43.769197,-79.501923,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4764,4763,9/5/2013,C,Library Lane,25,656,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,25.3,1,0,10,18,43.771918,-79.505253,14.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
1522,1521,8/1/2012,A,Steeles and Keele,103,1522,alive,mapnor,Norway Maple,Acer,platanoides,c,st,52,1,0,11,13,43.778073,-79.494993,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1347,1346,8/2/2012,A,Steeles and Keele,103,1347,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37.5,1,40,11,11,43.780235,-79.498946,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1452,1451,7/31/2012,A,Steeles and Keele,103,1452,alive,mapnor,Norway Maple,Acer,platanoides,c,st,30,1,30,7,10,43.780553,-79.49452,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1529,1528,8/10/2012,A,Steeles and Keele,103,1529,alive,mapnor,Norway Maple,Acer,platanoides,c,st,48.5,1,0,11,11,43.777237,-79.494821,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1061,1060,8/7/2012,A,Albany Road Lot,67,1061,alive,mapnor,Norway Maple,Acer,platanoides,p,by,24.363057,2,0,7,8,43.776856,-79.499088,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
5241,5240,9/9/2013,C,320 Assiniboine,48,1133,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,25.5,1,0,12,11,43.769716,-79.502631,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5256,5255,9/9/2013,C,320 Assiniboine,48,1148,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,26.2,1,0,12,11,43.768552,-79.502118,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3878,3877,6/21/2013,B,Steeles Av,106,1993,alive,mapnor,Norway Maple,Acer,platanoides,c,st,40,1,20,12,17,43.77893835,-79.50467026,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,periph,out,
6667,6666,9/16/2013,D,Keele East,70,1151,alive,mapnor,Norway Maple,Acer,platanoides,p,by,46.8,1,0,18,12.5,43.774849,-79.49475,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
4765,4764,9/5/2013,C,Library Lane,25,657,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,34.8,1,0,10,18,43.771921,-79.505176,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,n,n,n,n,n,n,,,,,0,central,out,
5545,5544,9/10/2013,D,Atkinson West,33,29,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,30,1,0,16,11,43.771126,-79.502354,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,out,
5247,5246,9/9/2013,C,320 Assiniboine,48,1139,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,27,1,0,12,11,43.769331,-79.502499,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1464,1463,7/31/2012,A,Steeles and Keele,103,1464,alive,mapnor,Norway Maple,Acer,platanoides,c,st,35,1,10,12,12,43.779891,-79.494615,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1349,1348,8/2/2012,A,Steeles and Keele,103,1349,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,30,11,11,43.78017,-79.499233,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2878,2877,6/11/2013,B,Calumet Residence,9,993,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19.3,1,0,10,23,43.77216755,-79.50896102,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5670,5669,9/11/2013,D,Sentinel RD Lot,88,154,alive,mapnor,Norway Maple,Acer,platanoides,p,pl,26.3,1,20,14,11,43.769941,-79.502159,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1443,1442,7/31/2012,A,Steeles and Keele,103,1443,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46,1,0,11,14,43.781066,-79.494793,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1513,1512,8/1/2012,A,Steeles and Keele,103,1513,alive,mapnor,Norway Maple,Acer,platanoides,c,st,35,1,20,11,11,43.77862,-79.495004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1334,1333,8/1/2012,A,Steeles and Keele,103,1334,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,35,12,14,43.780656,-79.497079,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1445,1444,7/31/2012,A,Steeles and Keele,103,1445,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,0,12,10,43.780962,-79.494758,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1062,1061,8/7/2012,A,Albany Road Lot,67,1062,alive,mapnor,Norway Maple,Acer,platanoides,p,by,22.611465,2,0,6,11,43.776794,-79.499104,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
236,235,8/20/2012,A,McLaughlin College,51,236,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,39.5,1,30,11,11,43.777068,-79.502896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
697,696,8/9/2012,A,PRB,60,697,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,19,1,30,7,9,43.778611,-79.496796,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1537,1536,8/10/2012,A,Steeles and Keele,103,1537,alive,mapnor,Norway Maple,Acer,platanoides,c,st,40,1,0,12,12,43.77682,-79.494703,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
2879,2878,6/11/2013,B,Calumet Residence,9,994,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19,1,10,6,20,43.77211281,-79.50904408,16,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,n,n,n,n,n,n,,,,,0,periph,out,
5268,5267,9/9/2013,C,320 Assiniboine,48,1160,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,12.5,1,0,8,9,43.769048,-79.50225,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1554,1553,8/10/2012,A,Steeles and Keele,103,1554,alive,mapnor,Norway Maple,Acer,platanoides,c,st,38,1,30,12,10,43.775759,-79.494483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
1471,1470,7/31/2012,A,Steeles and Keele,103,1471,alive,mapnor,Norway Maple,Acer,platanoides,c,st,50.5,1,0,13,12,43.779464,-79.494804,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
647,646,8/1/2012,A,PRB,60,647,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,23.5,1,0,6,8,43.778807,-79.497065,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1341,1340,8/2/2012,A,Steeles and Keele,103,1341,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,40,11,12,43.780432,-79.498079,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
2988,2987,6/7/2013,B,Calumet College,10,1103,alive,mapnor,Norway Maple,Acer,platanoides,p,n,14.490446,1,10,9,9,43.77297081,-79.50993478,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1526,1525,8/10/2012,A,Steeles and Keele,103,1526,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,0,14,10,43.77736,-79.494782,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
680,679,8/9/2012,A,PRB,60,680,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,23.5,1,0,8,8,43.777896,-79.496484,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,n,n,n,e,n,n,,,,,0,periph,out,
6199,6198,9/12/2013,D,Keele St,103,683,alive,mapnor,Norway Maple,Acer,platanoides,c,st,36.5,1,0,10,9,43.774901,-79.494313,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1726,1725,8/7/2014,A,McLaughlin College,51,1726,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,39.808917,1,15,10,15,43.777352,-79.503355,12,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1466,1465,7/31/2012,A,Steeles and Keele,103,1466,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41,1,15,12,12,43.779784,-79.494635,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
1476,1475,8/1/2012,A,Steeles and Keele,103,1476,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,20,12,12,43.779244,-79.494771,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,periph,out,
3930,3929,6/22/2013,B,Steeles Av,106,2045,alive,mapnor,Norway Maple,Acer,platanoides,c,st,32,1,15,10,24,43.77699051,-79.51339763,18,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,periph,within,
422,421,9/1/2012,A,Vanier College,56,422,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,26,1,40,12,13,43.775861,-79.502198,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Interior patio,,,,0,central,within,
6329,6328,9/12/2013,D,Keele South,86,813,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,26,1,0,10,9,43.770803,-79.493237,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
6323,6322,9/12/2013,D,Keele South,86,807,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,21,1,0,12,8.5,43.77114,-79.493327,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Dying,,,,0,periph,within,within
1584,1583,8/13/2012,A,York BLVD,104,1584,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,37.261146,1,0,11,10,43.774817,-79.49653,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,n,n,n,n,n,,,,,0,periph,within,
3935,3934,6/22/2013,B,Steeles Av,106,2050,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41,1,15,11,26,43.77683268,-79.51411846,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,periph,within,
2055,2054,5/30/2013,B,York Stadium,3,168,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19,1,0,6,18,43.77638942,-79.51080216,16,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
6251,6250,9/12/2013,D,Keele St,103,735,alive,mapnor,Norway Maple,Acer,platanoides,c,st,38.375796,1,30,15,12,43.772427,-79.493561,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
6316,6315,9/12/2013,D,Keele South,86,800,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,16.719745,1,0,12,7,43.771481,-79.493341,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
3914,3913,6/22/2013,B,Steeles Av,106,2029,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37,1,25,12,25,43.77776368,-79.50999429,18,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
3929,3928,6/22/2013,B,Steeles Av,106,2044,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37.5,1,25,12,28,43.77702358,-79.51324407,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
6075,6074,9/19/2013,D,York lanes,400,559,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,23.6,7,5,5,12,43.773313,-79.50142,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,n,n,n,columnar,,,,0,central,within,
262,261,8/20/2012,A,McLaughlin College,51,262,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,36.5,1,40,10,10,43.776495,-79.503071,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,
6313,6312,9/12/2013,D,Keele South,86,797,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,16.5,1,0,12,8.5,43.771675,-79.49346,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,within
6671,6670,9/16/2013,D,Keele East,70,1155,alive,mapnor,Norway Maple,Acer,platanoides,p,by,21.8,1,0,16,12.5,43.774689,-79.49539,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,within,
3465,3464,6/18/2013,B,Farquharson Building,21,1580,alive,mapnor,Norway Maple,Acer,platanoides,p,s,31.8,1,95,8,16,43.77394778,-79.50418681,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
3938,3937,6/22/2013,B,Steeles Av,106,2053,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37,1,5,8,23,43.7767364,-79.51456057,14,2,2,0,2,2,0,0,2,0,0,1,0,0,1,0,0,n,n,n,n,n,n,Football stadium,,,,0,periph,within,
